PDB codes,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2,Output
"1je8 , 2mki",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1je8 , 2mkk",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"1je8 , 3moj",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1je8 , 3rn2",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"1je8 , 4hid",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"1je8 , 4hik",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,1
"1je8 , 4him",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,1
"1je8 , 4hio",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1
"1je8 , 4hj7",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1
"1je8 , 4hj8",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,1
"1je8 , 4pdb",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"1je8 , 5wwe",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"1je8 , 5wwg",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"1je8 , 5wzg",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,1
"1je8 , 5wzj",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,1
"1je8 , 5wzk",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"1je8 , 5z6z",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,1
"1je8 , 6eo6",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,1
"1je8 , 6eo7",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,1
"1je8 , 5ytx",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1je8 , 5ytv",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1je8 , 5ytt",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1je8 , 5yts",-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1omh , 1exd",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1omh , 1il2",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1omh , 1jbr",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"1omh , 1je8",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"1omh , 1osb",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"1omh , 1rkj",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"1omh , 1s03",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"1omh , 1s40",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"1omh , 1u63",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"1omh , 1u6p",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"1omh , 1wwd",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"1omh , 1wwe",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"1omh , 1wwf",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"1omh , 1wwg",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"1omh , 1zzi",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"1omh , 2b6g",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"1omh , 2err",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"1omh , 2gkd",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"1omh , 2glo",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"1omh , 2kh9",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"1omh , 2l41",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"1omh , 2leb",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"1omh , 2lec",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"1omh , 2mki",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1omh , 2mkk",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"1omh , 3moj",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1omh , 3rn2",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"1omh , 4hid",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"1omh , 4hik",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"1omh , 4him",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1omh , 4hio",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1omh , 4hj7",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1omh , 4hj8",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1omh , 4pdb",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"1omh , 5wwe",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"1omh , 5wwg",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"1omh , 5wzg",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1omh , 5wzj",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1omh , 5wzk",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"1omh , 5z6z",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1omh , 6eo6",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1omh , 6eo7",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1omh , 5ytx",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1omh , 5ytv",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1omh , 5ytt",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1omh , 5yts",-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1osb , 1exd",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1osb , 1il2",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1osb , 1jbr",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"1osb , 1je8",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"1osb , 1omh",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"1osb , 1rkj",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"1osb , 1s03",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"1osb , 1s40",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"1osb , 1u63",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"1osb , 1u6p",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"1osb , 1wwd",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"1osb , 1wwe",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"1osb , 1wwf",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"1osb , 1wwg",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"1osb , 1zzi",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"1osb , 2b6g",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"1osb , 2err",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"1osb , 2gkd",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"1osb , 2glo",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"1osb , 2kh9",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"1osb , 2l41",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"1osb , 2leb",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"1osb , 2lec",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"1osb , 2mki",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1osb , 2mkk",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"1osb , 3moj",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1osb , 3rn2",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"1osb , 4hid",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"1osb , 4hik",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"1osb , 4him",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1osb , 4hio",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1osb , 4hj7",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1osb , 4hj8",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1osb , 4pdb",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"1osb , 5wwe",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"1osb , 5wwg",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"1osb , 5wzg",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1osb , 5wzj",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1osb , 5wzk",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"1osb , 5z6z",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1osb , 6eo6",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1osb , 6eo7",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1osb , 5ytx",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1osb , 5ytv",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1osb , 5ytt",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1osb , 5yts",-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1rkj , 1exd",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1rkj , 1il2",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1rkj , 1jbr",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,0
"1rkj , 1je8",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"1rkj , 1omh",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"1rkj , 1osb",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"1rkj , 1s03",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,0
"1rkj , 1s40",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"1rkj , 1u63",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"1rkj , 1u6p",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"1rkj , 1wwd",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,0
"1rkj , 1wwe",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,0
"1rkj , 1wwf",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"1rkj , 1wwg",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"1rkj , 1zzi",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"1rkj , 2b6g",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"1rkj , 2err",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"1rkj , 2gkd",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"1rkj , 2glo",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"1rkj , 2kh9",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"1rkj , 2l41",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"1rkj , 2leb",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,0
"1rkj , 2lec",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,0
"1rkj , 2mki",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1rkj , 2mkk",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"1rkj , 3moj",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1rkj , 3rn2",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"1rkj , 4hid",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,0
"1rkj , 4hik",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"1rkj , 4him",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1rkj , 4hio",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1rkj , 4hj7",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1rkj , 4hj8",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1rkj , 4pdb",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"1rkj , 5wwe",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,0
"1rkj , 5wwg",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,0
"1rkj , 5wzg",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1rkj , 5wzj",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1rkj , 5wzk",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"1rkj , 5z6z",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1rkj , 6eo6",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1rkj , 6eo7",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1rkj , 5ytx",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1rkj , 5ytv",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1rkj , 5ytt",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1rkj , 5yts",-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1s03 , 1exd",-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1s03 , 1il2",-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1s03 , 1jbr",-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"1s03 , 1je8",-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
